시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수
여주시,2017,2017-02-12 19시,야간,일요일,차대사람,기타,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-02-12 00시,야간,일요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
시흥시,2017,2017-02-11 05시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-02-11 02시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안양시,2017,2017-02-11 00시,야간,토요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0
부천시,2017,2017-02-10 15시,주간,금요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,자전거,자전거,1,0,1,0,0
동두천시,2017,2017-02-10 10시,주간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
군포시,2017,2017-02-09 18시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,1,0,1,0,0
이천시,2017,2017-02-09 13시,주간,목요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,화물차,화물차,1,0,4,0,3
안산시,2017,2017-02-09 12시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안성시,2017,2017-02-08 19시,야간,수요일,차대차,후진중충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0
평택시,2017,2017-02-07 21시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-02-06 00시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-02-04 19시,야간,토요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
수원시,2017,2017-02-04 19시,야간,토요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0
성남시,2017,2017-02-04 18시,야간,토요일,차대차,정면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0
용인시,2017,2017-02-04 17시,주간,토요일,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,1,2,0,0
부천시,2017,2017-02-03 21시,야간,금요일,차대차,추돌,안전거리 미확보,교차로,교차로부근,승합차,승합차,자전거,자전거,1,0,1,0,0
남양주시,2017,2017-02-03 08시,주간,금요일,차대사람,횡단중,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
고양시,2017,2017-02-03 01시,야간,금요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,3,0,2
남양주시,2017,2017-02-02 23시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0
안양시,2017,2017-02-02 19시,야간,목요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
동두천시,2017,2017-02-02 18시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-02-02 03시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,1,5,3,0
화성시,2017,2017-02-01 07시,주간,수요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
양주시,2017,2017-01-30 20시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-01-30 15시,주간,월요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,원동기장치자전거,원동기장치자전거,1,0,1,0,0
안산시,2017,2017-01-29 19시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
안성시,2017,2017-01-27 17시,주간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
김포시,2017,2017-01-26 18시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,1,0,1,0,0
여주시,2017,2017-01-26 17시,주간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,1,0,1,0,0
수원시,2017,2017-01-26 05시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-01-26 00시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
고양시,2017,2017-01-25 05시,야간,수요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0
수원시,2017,2017-01-25 00시,야간,수요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,승용차,승용차,1,0,1,0,0
화성시,2017,2017-01-24 10시,주간,화요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
안산시,2017,2017-01-23 16시,주간,월요일,차대차,기타,중앙선 침범,단일로,지하차도(도로)내,화물차,화물차,승용차,승용차,1,4,6,0,1
고양시,2017,2017-01-22 18시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-01-22 17시,주간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,1,2,0,0
화성시,2017,2017-01-22 16시,주간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-01-22 16시,주간,일요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,승합차,승합차,1,0,9,0,8
성남시,2017,2017-01-21 18시,야간,토요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
연천군,2017,2017-01-21 15시,주간,토요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,화물차,화물차,1,0,1,0,0
안산시,2017,2017-01-21 05시,야간,토요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
군포시,2017,2017-01-20 23시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
광주시,2017,2017-01-20 20시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-01-20 18시,야간,금요일,차대차,기타,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,3,0,2
포천시,2017,2017-01-20 09시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,2,3,0,0
고양시,2017,2017-01-20 02시,야간,금요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,2,1,0
시흥시,2017,2017-01-20 01시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,1,2,0,0
가평군,2017,2017-01-19 20시,야간,목요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,승용차,승용차,1,0,1,0,0
김포시,2017,2017-01-19 20시,야간,목요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
군포시,2017,2017-01-19 16시,주간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
부천시,2017,2017-01-19 12시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
가평군,2017,2017-01-19 06시,주간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,1,0,1,0,0
화성시,2017,2017-01-19 05시,야간,목요일,차량단독,전도전복,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,1,0,1,0,0
양평군,2017,2017-01-18 11시,주간,수요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,2,0,1
의정부시,2017,2017-01-18 08시,주간,수요일,차대차,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승합차,승합차,1,0,1,0,0
성남시,2017,2017-01-18 06시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-01-17 19시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
하남시,2017,2017-01-17 18시,야간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,이륜차,이륜차,1,0,1,0,0
고양시,2017,2017-01-17 16시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0
광명시,2017,2017-01-17 06시,주간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
구리시,2017,2017-01-16 05시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
오산시,2017,2017-01-14 07시,주간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-01-14 06시,주간,토요일,차대사람,기타,과속,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-01-14 03시,야간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,2,0,1
안산시,2017,2017-01-13 18시,야간,금요일,차대사람,횡단중,신호위반,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0
김포시,2017,2017-01-13 01시,야간,금요일,차량단독,전도전복,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,1,0,1,0,0
부천시,2017,2017-01-12 06시,주간,목요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,자전거,자전거,1,0,1,0,0
남양주시,2017,2017-01-11 02시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0
안성시,2017,2017-01-11 01시,야간,수요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,1,3,0,1
수원시,2017,2017-01-10 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
동두천시,2017,2017-01-10 13시,주간,화요일,차대차,기타,중앙선 침범,단일로,기타단일로,승합차,승합차,승용차,승용차,1,0,1,0,0
수원시,2017,2017-01-10 09시,주간,화요일,차대차,측면충돌,신호위반,교차로,교차로내,자전거,자전거,승합차,승합차,1,0,1,0,0
파주시,2017,2017-01-09 17시,주간,월요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,화물차,화물차,화물차,1,2,3,0,0
여주시,2017,2017-01-09 12시,주간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,2,0,1
안산시,2017,2017-01-09 06시,주간,월요일,차대차,정면충돌,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1,0,2,0,1
양주시,2017,2017-01-08 22시,야간,일요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
부천시,2017,2017-01-08 18시,야간,일요일,차대사람,횡단중,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
하남시,2017,2017-01-07 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
수원시,2017,2017-01-06 23시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-01-06 22시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,승합차,승합차,1,0,1,0,0
포천시,2017,2017-01-06 20시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
시흥시,2017,2017-01-06 14시,주간,금요일,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,자전거,자전거,1,0,1,0,0
